Question,Answer,File,URL
What social media platforms does FNMISA use?,"Instagram, Facebook",0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
What is the physical address of FNMISA?,"8888 University Drive, Burnaby, B.C. Canada V5A 1S6",0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
What communities' traditional territories is Simon Fraser University situated on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
What are the main objectives of FNMISA regarding FNMI students?,To provide support and resources to FNMI students; to support and preserve their cultural diversities; to advocate for necessary services and resources; to promote awareness of FNMI cultures and issues.,0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
What kind of resources and supports does FNMISA provide?,"Supports and resources to First Nations, Métis, and Inuit (FNMI) students, including cultural preservation, advocacy for necessary services and resources, and increased awareness of FNMI cultures and issues.",0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
Can FNMISA members access administration documents upon request?,Yes,0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
How can someone participate in FNMISA meetings or elections?,"They can participate by having full and equal participation rights, including the ability to motion and vote at meetings and elections, and by being eligible for FNMISA Council.",0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
What cultural groups does FNMISA aim to preserve and support?,"First Nations, Métis, and Inuit (FNMI) peoples",0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
What is the significance of the different indigenous nations acknowledged by SFU?,"The acknowledgment recognizes the unceded traditional territories of the Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples, honoring their enduring connection to the land on which SFU's campuses are located.",0_9,https://www.sfu.ca/students/indigenous/programs-and-resources/first-nations-metis-inuit-student-association.html
What services does Career Services offer to students?,"One-on-one advising  
Workshops  
Job postings  
Career fairs  
Recruitment information sessions",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
When are the bi-weekly Wednesday advising sessions at Burnaby Campus?,Wednesdays from 11:30am to 12:30pm,0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
What are the timings and locations for the Friday career sessions?,"Fridays (monthly) from 10:00am to 12:00pm at Surrey Campus, SRYC 5300 or Zoom",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
How can students contact Career Services by phone and email?,"Phone: 778.782.3106  
Email: careers@sfu.ca",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
What ongoing student employment opportunities are available through the Federal Student Work Experience program?,"Ongoing Student Recruitment, Employment Opportunity for Students with Disabilities (EOSD), Indigenous Student Employment Opportunity (ISEO)",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
Where can I find information about employment opportunities for students with disabilities and Indigenous students?,"Federal Student Work Experience (FSWEP) Ongoing Student Inventory: ONGOING STUDENT RECRUITMENT also includes Employment Opportunity for Students with Disabilities (EOSD) & Indigenous Student Employment Opportunity (ISEO) (cfp-psc.gc.ca)  
Post-Secondary Recruitment - Canada.ca",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
What is the web address for Post-Secondary Recruitment for Canada.ca?,Canada.ca,0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
"What is the Indigenous Intern Leadership Program, and do students need to be from VIU to participate?",The Indigenous Intern Leadership Program is a program that does not require students to be from Vancouver Island University (VIU) to participate.,0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
What is the address of Simon Fraser University’s main campus in Burnaby?,"8888 University Drive, Burnaby, B.C. Canada V5A 1S6",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
Which Indigenous nations' traditional territories do the SFU campuses reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
How does SFU acknowledge the traditional territories of the Indigenous peoples?,"Simon Fraser University respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples on whose unceded traditional territories our three campuses reside.",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
Where can I learn more about the terms and conditions or privacy policies of SFU?,"Terms & Conditions  
Privacy policy",0_10,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services.html
What is the ISC Honouring Feast?,"The ISC Honouring Feast is a bi-annual event held to honour and celebrate Indigenous students in their degree completion at SFU, recognizing their achievements and commemorating their success.",0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
How often is the ISC Honouring Feast held?,Bi-annually,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
Who is the event designed to honor and celebrate?,Indigenous students,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
When will the ISC Honouring Feast take place in 2025?,"October 8th, 2025",0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
Who is eligible to attend the ISC Honouring Feast?,Self-identified Indigenous students who graduated in Summer 2025.,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
When will invitations to the event be sent out?,At the end of August.,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
How will recipients receive their invitation to the feast?,They will receive their invitation via email.,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
What should students do if they have questions or concerns about the event?,Email isc_projects@sfu.ca,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
Where is Simon Fraser University located?,"8888 University Drive, Burnaby, B.C., Canada",0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
Which Indigenous peoples' traditional territories does SFU reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
How can I contact the organizers of the ISC Honouring Feast?,You can email isc_projects@sfu.ca.,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
What is the significance of the event for Indigenous students?,"The ISC Honouring Feast is held to honour and celebrate Indigenous students' degree completion, recognizing their achievements and marking their next steps in their journey.",0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
What is the purpose of the ISC Honouring Feast?,To honour and celebrate Indigenous students in their degree completion at SFU.,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
Are there any terms and conditions associated with the event?,Yes,0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
What policies are included in the website's footer?,"Terms & Conditions  
Privacy policy",0_29,https://www.sfu.ca/students/indigenous/events/honouring-feast.html
What is the purpose of the Indigenous Learning Living Community (ILLC)?,"To connect Indigenous students, share Indigenous heritage and knowledge, and participate in cultural and educational opportunities.",0_6_1_1_12,http://www.sfu.ca/students/indigenous/programs-and-resources/illc.html
Who is eligible to join the Indigenous Learning Living Community at SFU?,"Indigenous students (First Nations, Métis, and Inuit) who want to connect with other Indigenous students, engage with Indigenous heritage and knowledge, and participate in cultural and educational opportunities.",0_6_1_1_12,http://www.sfu.ca/students/indigenous/programs-and-resources/illc.html
How can Indigenous students connect with peers through the ILLC?,"They can connect through peer support, mentorship, and leadership development opportunities.",0_6_1_1_12,http://www.sfu.ca/students/indigenous/programs-and-resources/illc.html
What kinds of cultural and educational opportunities are available through the ILLC?,Cultural and educational opportunities guided by SFU’s Indigenous Student Centre.,0_6_1_1_12,http://www.sfu.ca/students/indigenous/programs-and-resources/illc.html
Where can students live if they are part of the Indigenous Living-Learning Community?,Students in the Indigenous Living-Learning Community can live across Residence in building types that best fit their academic and personal needs.,0_6_1_1_12,http://www.sfu.ca/students/indigenous/programs-and-resources/illc.html
How does SFU prioritize housing for Indigenous students?,"SFU prioritizes housing for Indigenous students who identify as First Nations (Status or Non-Status), Métis, or Inuit.",0_6_1_1_12,http://www.sfu.ca/students/indigenous/programs-and-resources/illc.html
Who should students contact for questions about housing options if they are Indigenous?,Treena Chambers,0_6_1_1_12,http://www.sfu.ca/students/indigenous/programs-and-resources/illc.html
